ne-id,ne-type,system-type,user-label,administrative-state,gpl-version,rack-id,sw-version,operational-mode,unit-type,unit-id,board-type,shelf-id,slot-id,auto-fusing-flag,fw-type,port-id,enb-ne-id,enb-inode-id,connected-enb-digital-unit-board-id,connected-enb-digital-unit-port-id,cascade-radio-unit-id,tx-wavelength,tx-power,rx-power,temperature,bit-rate,voltage,electric-current,cpri-speed-saved,du-cpri-port-mode
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,0,133238,-1,0,0,0,850,-2.5,-3.0,31,10.00,3.3,8.1,9.82-gbps,pass-through
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,1,133238,0,1,3,0,850,-2.8,-3.2,29,10.00,3.3,7.9,9.82-gbps,multiplex
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,2,133238,0,1,9,0,850,-2.7,-2.9,29,10.00,3.3,7.9,9.82-gbps,multiplex
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,4,133238,-1,0,1,0,850,-2.3,-2.7,33,10.00,3.3,8.0,9.82-gbps,pass-through
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,5,133238,0,1,4,0,850,-2.5,-2.7,30,10.00,3.3,7.8,9.82-gbps,multiplex
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,6,133238,0,1,10,0,850,-2.4,-3.3,30,10.00,3.3,7.7,9.82-gbps,multiplex
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,8,133238,-1,0,2,0,850,-2.5,-2.7,29,10.00,3.3,7.9,9.82-gbps,pass-through
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,9,133238,0,1,5,0,850,-2.9,-3.0,31,10.00,3.3,7.9,9.82-gbps,multiplex
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,fsup,0,fua1-a2,0,0,on,type1,10,133238,0,1,11,0,850,-2.6,-2.6,28,10.00,3.3,7.9,9.82-gbps,multiplex
