ne-id,ne-type,system-type,user-label,administrative-state,gpl-version,rack-id,sw-version,operational-mode,connection-check-timer,connection-check-count
133238001,fsu,c-fsu,133238001_FSU_FOREST_JUPITER,unlocked,0,0,22.C.0-0100,normal-mode,60,60
